발생시간(초),경도,위도,속도,누적주행거리,방향
0,127.01470001748109,37.62903247665833,8.0,2.4,44.27763714786278
1,127.0147190436767,37.62904792985157,8.0,4.8,44.27763116082605
2,127.01473806987234,37.62906338304482,8.0,7.199999999999999,44.27762524449105
3,127.01475709606795,37.629078836238065,8.0,9.6,44.27761928395864
4,127.01477612226358,37.629094289431315,8.0,12.0,312.95656793982994
5,127.01474714440297,37.62911565802715,16.0,15.577777777777778,301.2648100710589
6,127.01471241731304,37.62913235706353,16.0,19.155555555555555,301.264815786914
7,127.0146776902231,37.629149056099905,16.0,22.733333333333334,301.26482149309084
8,127.01464296313316,37.629165755136285,16.0,26.31111111111111,301.2648272033718
9,127.01460823604322,37.62918245417266,16.0,29.88888888888889,301.2648329151389
10,127.01457350895328,37.629199153209036,16.0,33.46666666666667,301.2648386164867
11,127.01453878186334,37.62921585224541,16.0,37.044444444444444,301.26484433720316
12,127.01450405477338,37.62923255128179,16.0,40.62222222222222,301.26485003855896
13,127.01446932768344,37.62924925031816,16.0,44.2,301.2648557730659
14,127.0144346005935,37.62926594935453,16.0,47.77777777777778,301.2648614654886
15,127.01439987350356,37.62928264839091,16.0,51.355555555555554,301.2648671862212
16,127.01436514641362,37.629299347427285,16.0,54.93333333333334,301.2648728924343
17,127.01433041932368,37.629316046463664,16.0,58.51111111111111,301.2648786172751
18,127.01429569223374,37.62933274550004,16.0,62.08888888888889,301.264884314555
19,127.0142609651438,37.629349444536416,16.0,65.66666666666667,301.26489000625673
20,127.01422623805387,37.62936614357279,16.0,69.24444444444444,301.264895741533
21,127.01419151096393,37.62938284260917,16.0,72.82222222222222,301.2649014518664
22,127.01415678387399,37.62939954164554,16.0,76.4,301.2649071685272
23,127.01412205678405,37.62941624068192,16.0,79.97777777777777,301.2649128699274
24,127.0140873296941,37.62943293971829,16.0,83.55555555555556,297.5406858632184
25,127.01405147147169,37.62944774885868,16.0,87.13333333333334,289.4568949927039
26,127.01401316442953,37.62945846651134,16.0,90.71111111111111,289.45689757579333
27,127.01397485738737,37.629469184164,16.0,94.28888888888889,287.88984311305876
28,127.0139364848758,37.62947899394156,16.0,97.86666666666667,257.0805452325782
29,127.0138968861821,37.62947180005251,16.0,101.44444444444444,257.08054642459456
30,127.01385728748839,37.62946460616345,16.0,105.02222222222223,257.08054764119424
31,127.01381768879469,37.6294574122744,16.0,108.60000000000001,257.08054885830853
32,127.01377809010098,37.629450218385344,16.0,112.17777777777778,257.0805500448033
33,127.0137384914073,37.62944302449629,16.0,115.75555555555556,257.08055127546
34,127.01369889271359,37.629435830607235,16.0,119.33333333333334,260.1839967353212
35,127.01365892239167,37.62943035363319,16.0,122.91111111111111,263.4642954517665
36,127.01361855928651,37.62942669130989,16.0,126.4888888888889,263.46429575415954
37,127.01357819618136,37.62942302898659,16.0,130.06666666666666,263.46429607906
38,127.0135378330762,37.629419366663285,16.0,133.64444444444445,263.464296381453
39,127.01349746997104,37.629415704339976,16.0,137.22222222222223,263.464296717607
40,127.0134571068659,37.629412042016675,16.0,140.8,263.4642970256267
41,127.01341674376074,37.62940837969337,16.0,144.3777777777778,263.46429737303436
42,127.01337638065559,37.62940471737007,16.0,147.95555555555555,274.14332317352955
43,127.01333714531334,37.62940696835486,16.0,151.53333333333333,293.71414350087565
44,127.01329994858261,37.62941990858808,16.0,155.11111111111111,293.71414715454546
45,127.01326275185188,37.6294328488213,16.0,158.6888888888889,293.7141508278343
46,127.01322555512115,37.62944578905453,16.0,162.26666666666668,293.7141545063108
47,127.01318835839042,37.62945872928775,16.0,165.84444444444446,293.71415816923314
48,127.01315116165969,37.629471669520974,16.0,169.42222222222222,113.7140811181402
49,127.01334159502049,37.62940542036268,16.0,173.0,274.73990874962243
50,127.01309669141439,37.62942150236649,61.0,180.06060606060606,198.97683722932223
51,127.0130706193022,37.629361455890404,61.0,187.12121212121212,201.80279020371756
52,127.01304084532477,37.629302509205914,61.0,194.1818181818182,202.146401345231
53,127.01301062107194,37.62924369629428,61.0,201.24242424242425,202.14641715937077
54,127.01298039681912,37.62918488338264,61.0,208.3030303030303,202.1464330082514
