발생시간(초),경도,위도,속도,누적주행거리,방향
0,127.02893879621787,37.64365317862108,16.0,4.0,34.8312445219363
1,127.02896474428168,37.64368270650571,16.0,8.0,122.92921615063614
2,127.0290072028832,37.64366093257418,14.0,12.475,130.71237235366277
3,127.02904572802976,37.64363468252432,14.0,16.95,130.71236238258052
4,127.02908425317631,37.64360843247446,14.0,21.424999999999997,130.71235233290236
5,127.02912277832287,37.6435821824246,14.0,25.9,130.7123423584079
6,127.02916130346942,37.64355593237474,14.0,30.375,130.71233231904648
7,127.02919982861599,37.64352968232488,14.0,34.849999999999994,130.71232234113984
8,127.02923835376254,37.64350343227502,14.0,39.324999999999996,128.23640832656702
9,127.02927826981517,37.643478527801065,14.0,43.8,127.89172869375216
10,127.02931837955451,37.6434538107015,14.0,48.275,127.89171943908968
11,127.02935848929384,37.643429093601945,14.0,52.75,127.89171020945048
12,127.02939859903319,37.64340437650238,14.0,57.224999999999994,127.891700961953
13,127.02943870877253,37.643379659402825,14.0,61.699999999999996,127.89169173233176
14,127.02947881851188,37.64335494230326,14.0,66.175,127.90421507090036
15,127.02951892139819,37.64333021827219,14.0,70.64999999999999,128.1845586721808
16,127.02955887098392,37.64330533918467,14.0,75.125,128.18454932990812
17,127.02959882056965,37.64328046009715,14.0,79.6,128.1845400196774
18,127.02963877015537,37.64325558100963,14.0,84.07499999999999,128.1845306703683
19,127.0296787197411,37.643230701922114,14.0,88.55,128.18452136721044
20,127.02971866932683,37.64320582283459,14.0,93.02499999999999,128.18451204632942
21,127.02975861891255,37.64318094374707,14.0,97.5,128.1845027147799
22,127.02979856849828,37.64315606465955,14.0,101.975,128.1844933655072
23,127.029838518084,37.64313118557203,14.0,106.44999999999999,127.76049096451862
24,127.02987869776138,37.64310654206235,14.0,110.925,127.27094294100499
25,127.02991914309908,37.643082170547274,14.0,115.39999999999999,127.27093387129725
26,127.02995958843678,37.6430577990322,14.0,119.87499999999999,127.27092483338248
27,127.03000003377448,37.643033427517125,14.0,124.35,127.27091574992505
28,127.03004047911219,37.64300905600206,14.0,128.825,127.27090670186396
29,127.03008092444989,37.64298468448698,14.0,133.29999999999998,127.27089763939802
30,127.0301213697876,37.64296031297191,14.0,137.77499999999998,127.27088860151827
31,127.0301618151253,37.642935941456834,14.0,142.25,127.2708795007253
32,127.03020226046301,37.64291156994176,14.0,146.725,127.27087048023367
33,127.03024270580072,37.642887198426685,14.0,151.2,127.27086141124232
34,127.03028315113842,37.64286282691161,14.0,155.67499999999998,127.27085233801012
35,127.03032359647612,37.642838455396536,14.0,160.14999999999998,127.2708432900103
36,127.03036404181383,37.64281408388146,14.0,164.625,127.2708342449763
37,127.03040448715153,37.64278971236639,14.0,169.1,127.2708251688133
38,127.03044493248923,37.64276534085131,14.0,173.575,127.27081609921947
39,127.03048537782693,37.642740969336245,14.0,178.04999999999998,127.27080705125474
40,127.03052582316464,37.64271659782117,14.0,182.52499999999998,127.2707980062558
41,127.03056626850234,37.642692226306096,14.0,187.0,220.37090851174676
42,127.0305339074551,37.6426620864907,13.0,191.41352549889135,222.8669056923113
43,127.03049980669518,37.64263299498981,13.0,195.8270509977827,222.86691689270148
44,127.03046570593524,37.64260390348892,13.0,200.24057649667407,222.86692805872306
45,127.03043160517532,37.64257481198802,13.0,204.6541019955654,222.86693925596703
46,127.03039750441539,37.64254572048713,13.0,209.06762749445676,222.86695044695279
47,127.03036340365547,37.642516628986236,13.0,213.4811529933481,222.8669616316804
48,127.03032930289554,37.642487537485344,13.0,217.89467849223945,222.86697282264333
49,127.0302952021356,37.64245844598445,13.0,222.30820399113082,222.86698401359484
50,127.03026110137569,37.64242935448356,13.0,226.72172949002217,222.86699519204143
51,127.03022700061575,37.64240026298267,13.0,231.13525498891352,222.8670063616536
52,127.03019289985583,37.64237117148177,13.0,235.5487804878049,222.8670175858338
53,127.0301587990959,37.64234207998088,13.0,239.9623059866962,222.86702876479322
54,127.03012469833597,37.642312988479986,13.0,244.37583148558758,222.86703992812434
55,127.03009059757605,37.642283896979094,13.0,248.78935698447893,222.86705115851703
56,127.03005649681612,37.6422548054782,13.0,253.20288248337027,222.86706230675554
57,127.0300223960562,37.64222571397731,13.0,257.61640798226165,222.86707350331534
58,127.02998829529626,37.64219662247642,13.0,262.02993348115297,222.8670846910407
59,127.02995419453634,37.64216753097552,13.0,266.44345898004434,222.86709589437152
60,127.02992009377641,37.64213843947463,13.0,270.8569844789357,221.6082870560722
61,127.02988681355721,37.64210876641996,13.0,275.27050997782703,220.8044576214051
62,127.02985405733133,37.642078721987865,13.0,279.6840354767184,220.8044690676037
63,127.02982130110547,37.64204867755578,13.0,284.0975609756098,220.80448055181995
64,127.0297885448796,37.64201863312368,13.0,288.5110864745011,220.80449201400947
65,127.02975578865372,37.641988588691596,13.0,292.9246119733924,220.8045034481718
66,127.02972303242784,37.6419585442595,13.0,297.3381374722838,220.80451493535307
67,127.02969027620198,37.641928499827415,13.0,301.75166297117516,220.80452640350782
68,127.0296575199761,37.64189845539533,13.0,306.1651884700665,220.8045378376349
69,127.02962476375022,37.641868410963234,13.0,310.57871396895786,220.80454932178063
70,127.02959200752434,37.64183836653115,13.0,314.99223946784923,220.80456078689994
71,127.02955925129847,37.64180832209905,13.0,319.40576496674055,220.8045722490072
72,127.0295264950726,37.641778277666965,13.0,323.8192904656319,220.80458368908776
73,127.02949373884672,37.64174823323487,13.0,328.2328159645233,220.8045951731865
74,127.02946098262085,37.641718188802784,13.0,332.6463414634146,220.80460662925802
75,127.02942822639497,37.64168814437069,13.0,337.05986696230593,220.80461810031903
76,127.02939547016909,37.6416580999386,13.0,341.47339246119736,220.8046295403526
77,127.02936271394323,37.641628055506516,13.0,345.8869179600887,220.80464101840383
78,127.02932995771735,37.64159801107442,13.0,350.30044345898,220.35631356294408
79,127.02929750500095,37.641567769830004,13.0,354.7139689578714,217.83101827924693
80,127.02926676128608,37.6415364203745,13.0,359.12749445676275,217.83102996617313
81,127.02923601757122,37.641505070918996,13.0,363.54101995565406,217.8310417248173
82,127.02920527385635,37.641473721463484,13.0,367.95454545454544,217.83105339437992
83,127.02917453014149,37.64144237200798,13.0,372.3680709534368,217.83106512158088
84,127.02914378642662,37.641411022552475,13.0,376.78159645232813,217.83107685721762
85,127.02911304271174,37.641379673096964,13.0,381.1951219512195,217.831088535192
86,127.02908229899688,37.64134832364146,13.0,385.6086474501109,217.8311002595409
87,127.02905155528201,37.641316974185955,13.0,390.0221729490022,217.83111197780207
88,127.02902081156715,37.64128562473044,13.0,394.4356984478935,217.8311236876034
89,127.02899006785228,37.64125427527494,13.0,398.8492239467849,217.83113541147242
90,127.02895932413742,37.641222925819434,13.0,403.26274944567626,217.8311471099859
91,127.02892858042254,37.64119157636392,13.0,407.6762749445676,217.83115882819894
92,127.02889783670769,37.64116022690842,13.0,412.08980044345896,217.83117054076808
93,127.02886709299281,37.641128877452914,13.0,416.50332594235033,217.83118225332524
94,127.02883634927794,37.6410975279974,13.0,420.91685144124165,217.83119396305437
95,127.02880560556308,37.6410661785419,13.0,425.330376940133,218.02973330612846
96,127.02877472802906,37.64103491684048,13.0,429.7439024390244,221.42447728295147
97,127.02874156358708,37.64100515481622,13.0,434.1574279379157,221.4244886614562
98,127.02870839914509,37.64097539279196,13.0,438.57095343680703,221.4245000799836
99,127.0286752347031,37.640945630767696,13.0,442.98447893569846,221.42451142092378
100,127.02864207026113,37.640915868743434,13.0,447.3980044345898,221.42452283031483
101,127.02860890581914,37.64088610671917,13.0,451.81152993348115,221.42453423969422
102,127.02857574137715,37.64085634469491,13.0,456.22505543237247,221.17724377248464
103,127.02854273972306,37.64082646982696,13.0,460.63858093126385,221.0373869865821
104,127.02850983013792,37.640796531137326,13.0,465.05210643015516,221.03739841823113
105,127.02847692055276,37.64076659244769,13.0,469.46563192904654,221.03740985891153
106,127.02844401096762,37.640736653758054,13.0,473.8791574279379,221.03742129355152
107,127.02841110138246,37.640706715068426,13.0,478.29268292682923,221.03743273119412
108,127.0283781917973,37.64067677637879,13.0,482.7062084257206,221.03744415073885
109,127.02834528221216,37.640646837689154,13.0,487.1197339246119,221.03745559438676
110,127.028312372627,37.64061689899952,13.0,491.5332594235033,221.03746701005625
111,127.02827946304186,37.64058696030988,13.0,495.94678492239467,221.03747849152782
112,127.0282465534567,37.64055702162025,13.0,500.360310421286,221.03748987920727
113,127.02821364387155,37.64052708293062,13.0,504.77383592017736,221.0375013296744
114,127.0281807342864,37.64049714424098,13.0,509.1873614190687,221.03751278012982
115,127.02814782470124,37.640467205551346,13.0,513.60088691796,221.03752418586026
116,127.02811491511609,37.64043726686171,13.0,518.0144124168514,221.0375356362922
117,127.02808200553093,37.640407328172074,13.0,522.4279379157427,221.03754707381762
118,127.02804909594579,37.640377389482445,13.0,526.8414634146341,221.03755850831695
119,127.02801618636063,37.64034745079281,13.0,531.2549889135255,221.0375699397902
120,127.02798327677549,37.640317512103174,13.0,535.6685144124168,221.03758136823737
121,127.02795036719033,37.64028757341354,13.0,540.0820399113081,221.03759281174462
