발생시간(초),경도,위도,속도,누적주행거리,방향
0,127.02262939299888,37.486807452827925,6.0,2.6435643564356437,68.51620932485861
1,127.02265727273748,37.486816159836344,6.0,5.287128712871287,68.51620707404322
2,127.02268515247606,37.486824866844756,6.0,7.9306930693069315,68.51620476972158
3,127.02271303221465,37.486833573853175,6.0,10.574257425742575,68.51620250461707
4,127.02274091195324,37.486842280861595,6.0,13.217821782178218,68.5162001967384
5,127.02276879169183,37.486850987870014,6.0,15.861386138613863,68.51619794234205
6,127.02279667143041,37.48685969487843,6.0,18.504950495049506,68.51619569863254
7,127.02282455116901,37.486868401886845,6.0,21.14851485148515,68.51619337648594
8,127.02285243090759,37.486877108895264,6.0,23.792079207920793,68.51619110782173
9,127.02288031064617,37.48688581590368,6.0,26.435643564356436,68.51618884984435
10,127.02290819038477,37.4868945229121,6.0,29.07920792079208,68.5161865562253
11,127.02293607012335,37.48690322992052,6.0,31.722772277227726,68.5161843160887
12,127.02296394986195,37.486911936928934,6.0,34.366336633663366,68.51618199749271
13,127.02299182960053,37.48692064393735,6.0,37.00990099009901,68.51617973951176
14,127.02301970933912,37.48692935094577,6.0,39.65346534653465,68.51617746015427
15,127.0230475890777,37.48693805795419,6.0,42.2970297029703,68.51617518790624
16,127.0230754688163,37.48694676496261,6.0,44.940594059405946,68.51617292281207
17,127.02310334855488,37.48695547197102,6.0,47.584158415841586,68.51617061847674
18,127.02313122829347,37.48696417897944,6.0,50.22772277227723,68.51616834980342
19,127.02315910803206,37.48697288598786,6.0,52.87128712871287,68.51616608826174
20,127.02318698777064,37.48698159299628,6.0,55.51485148514852,68.51616381600923
21,127.02321486750924,37.4869903000047,6.0,58.15841584158416,68.51616153664531
22,127.02324274724782,37.48699900701311,6.0,60.801980198019805,68.51615927152358
23,127.02327062698642,37.48700771402153,6.0,63.44554455445545,68.51615697076011
24,127.023298506725,37.48701642102995,6.0,66.0891089108911,68.5161546878162
25,127.02332638646358,37.48702512803837,6.0,68.73267326732673,68.51615242982427
26,127.02335426620218,37.48703383504679,6.0,71.37623762376238,68.51615014332322
27,127.02338214594076,37.48704254205521,6.0,74.01980198019803,68.51614787464172
28,127.02341002567935,37.48705124906362,6.0,76.66336633663367,68.51614560595931
29,127.02343790541794,37.48705995607204,6.0,79.3069306930693,68.51614333369855
30,127.02346578515653,37.48706866308046,6.0,81.95049504950495,68.51614104006131
31,127.02349366489511,37.487077370088876,6.0,84.5940594059406,68.51613878919653
32,127.02352154463371,37.487086077097295,6.0,87.23762376237624,68.51613650269007
33,127.02354942437229,37.48709478410571,6.0,89.88118811881189,68.51613421260532
34,127.02357730411087,37.48710349111413,6.0,92.52475247524752,68.5161319296522
35,127.02360518384947,37.487112198122546,6.0,95.16831683168317,68.51612966096343
36,127.02363306358805,37.487120905130965,6.0,97.81188118811882,68.5161274029615
37,127.02366094332665,37.487129612139384,6.0,100.45544554455446,68.51612514498083
38,127.02368882306523,37.487138319147796,6.0,103.0990099009901,68.51612285131415
39,127.02371670280382,37.487147026156215,6.0,105.74257425742574,70.47001547822856
40,127.02374492982523,37.487154970842504,6.0,108.38613861386139,71.74151610884633
41,127.02377338286776,37.4871624193888,6.0,111.02970297029704,71.74151435018848
42,127.02380183591028,37.48716986793511,6.0,113.67326732673268,71.74151267228774
43,127.02383028895281,37.487177316481414,6.0,116.31683168316832,71.74151096526953
44,127.02385874199533,37.48718476502771,6.0,118.96039603960396,71.7415092880538
45,127.02388719503786,37.48719221357402,6.0,121.60396039603961,71.74150755851048
46,127.02391564808038,37.487199662120325,6.0,124.24752475247526,71.74150589585201
47,127.02394410112291,37.487207110666624,6.0,126.8910891089109,71.74150414446979
48,127.02397255416543,37.48721455921293,6.0,129.53465346534654,71.74150248112397
49,127.02400100720796,37.487222007759236,6.0,132.1782178217822,71.74150076682292
50,127.02402946025047,37.487229456305535,6.0,134.82178217821783,71.74149908232448
51,127.024057913293,37.48723690485184,6.0,137.46534653465346,71.74149736005677
52,127.02408636633552,37.48724435339815,6.0,140.10891089108912,71.74149568942937
53,127.02411481937806,37.487251801944446,6.0,142.75247524752476,71.74149397512593
54,127.02414327242057,37.48725925049075,6.0,145.3960396039604,71.7414922687874
55,127.0241717254631,37.48726669903706,6.0,148.03960396039605,70.14758495488348
56,127.02419988761281,37.48727476731219,6.0,150.68316831683168,67.39872014426908
57,127.02422754821288,37.4872839041072,6.0,153.32673267326734,67.39871766247995
58,127.02425520881296,37.48729304090221,6.0,155.97029702970298,67.39871517159588
59,127.02428286941304,37.48730217769722,6.0,158.6138613861386,67.39871269941074
60,127.02431053001311,37.487311314492224,6.0,161.25742574257427,67.39871019638912
61,127.0243381906132,37.48732045128723,6.0,163.9009900990099,67.3987077267314
62,127.02436585121328,37.48732958808224,6.0,166.54455445544556,67.39870521916077
63,127.02439351181334,37.48733872487725,6.0,169.1881188118812,67.39870274444189
64,127.02442117241343,37.487347861672255,6.0,171.83168316831683,67.39870027225152
65,127.02444883301351,37.48735699846726,6.0,174.4752475247525,67.39869776013086
66,127.02447649361358,37.48736613526227,6.0,177.11881188118812,67.3986952737855
67,127.02450415421366,37.48737527205728,6.0,179.76237623762378,67.39869281321546
68,127.02453181481374,37.487384408852286,6.0,182.40594059405942,67.39869028693869
69,127.02455947541381,37.48739354564729,6.0,185.04950495049505,67.39868782889607
70,127.02458713601389,37.4874026824423,6.0,187.6930693069307,67.39868534709353
71,127.02461479661397,37.48741181923731,6.0,190.33663366336634,67.39868284204312
72,127.02464245721404,37.48742095603232,6.0,192.980198019802,67.39868037439146
73,127.02467011781413,37.487430092827324,6.0,195.62376237623764,67.39867786933888
