발생시간(초),경도,위도,속도,누적주행거리,방향
0,127.15322011245587,37.56853942875784,75.0,21.023255813953487,316.3494359417541
1,127.15305547425538,37.56867622105182,75.0,42.04651162790697,316.073387006665
2,127.15288999499742,37.568812392230775,75.0,63.06976744186046,315.4758195047095
3,127.1527227630788,37.5689471635763,75.0,84.09302325581395,313.4806717057972
4,127.15254968082415,37.56907726231396,75.0,105.11627906976743,313.4807216779212
5,127.15237659856952,37.56920736105163,75.0,126.13953488372093,313.48077164607906
6,127.15220351631487,37.569337459789296,75.0,147.1627906976744,313.4808216172738
7,127.15203043406024,37.569467558526966,75.0,168.1860465116279,313.4285782262622
8,127.15185720276322,37.569597531480206,75.0,189.20930232558138,312.86741861626564
9,127.15168237196826,37.569726154535886,75.0,210.23255813953486,312.8674679469394
10,127.1515075411733,37.56985477759156,75.0,231.25581395348834,312.86751728757724
11,127.15133271037834,37.56998340064724,75.0,252.27906976744185,312.8675666235863
12,127.15115787958338,37.57011202370291,75.0,273.30232558139534,312.8676159605373
13,127.15098304878843,37.57024064675859,75.0,294.3255813953488,312.8676652956045
14,127.15080821799347,37.570369269814265,75.0,315.3488372093023,312.8746427414726
15,127.15063340636256,37.57049790996318,75.0,336.3720930232558,312.8840591896354
16,127.15045862064244,37.57062657322302,75.0,357.39534883720927,312.88410854291647
17,127.1502838349223,37.57075523648285,75.0,378.41860465116275,312.88415789925807
18,127.15010904920217,37.57088389974269,75.0,399.44186046511624,312.88420725371657
19,127.14993426348204,37.571012563002526,75.0,420.4651162790697,312.8842566105294
20,127.1497594777619,37.57114122626236,75.0,441.4883720930232,312.884305968912
21,127.14958469204178,37.5712698895222,75.0,462.5116279069767,312.98257462810096
22,127.14941018417325,37.571398790579366,75.0,483.53488372093017,313.0251469817137
23,127.14923579659813,37.571527794588796,75.0,504.5581395348837,313.02519648968484
24,127.14906140902302,37.571656798598234,75.0,525.5813953488372,313.0252459908463
25,127.1488870214479,37.571785802607664,75.0,546.6046511627907,313.02529550140446
26,127.14871263387279,37.5719148066171,75.0,567.6279069767442,313.0253450009251
27,127.14853824629768,37.57204381062653,75.0,588.6511627906976,313.02539450984244
28,127.14836385872256,37.57217281463597,75.0,609.6744186046511,312.92596087879446
29,127.14818918888807,37.572301578400605,75.0,630.6976744186046,312.75335609931597
30,127.14801402918677,37.572429925215545,75.0,651.7209302325581,312.75340532081776
31,127.14783886948547,37.57255827203049,75.0,672.7441860465116,312.7534545397234
32,127.14766370978415,37.57268661884544,75.0,693.767441860465,312.7535037616948
33,127.14748855008285,37.572814965660385,75.0,714.7906976744185,312.80892124719907
34,127.14731354724888,37.57294344635448,75.0,735.813953488372,313.1188424237402
35,127.14713942233355,37.57307267631231,75.0,756.8372093023255,313.11889202789166
36,127.14696529741823,37.573201906270135,75.0,777.860465116279,313.1189416288067
37,127.1467911725029,37.57333113622796,75.0,798.8837209302325,313.1189912404239
38,127.14661704758758,37.573460366185785,75.0,819.906976744186,313.11904084387976
39,127.14644292267225,37.57358959614361,75.0,840.9302325581394,313.1190904469133
40,127.14626879775692,37.57371882610144,75.0,861.9534883720929,313.11914005713135
41,127.1460946728416,37.57384805605927,75.0,882.9767441860464,313.14693796391265
42,127.14597915159426,37.57393387558375,75.0,904.0,317.0647073139071
43,127.1458534016577,37.57404099556684,34.0,913.4727272727273,318.83549315515734
44,127.14578265135715,37.57410512874598,34.0,922.9454545454546,318.8355175985213
45,127.14571190105659,37.57416926192512,34.0,932.4181818181818,318.83554205813624
46,127.14564115075602,37.574233395104265,34.0,941.8909090909091,318.9907200694629
47,127.14557061976126,37.574297679963024,34.0,951.3636363636364,318.9975710732638
48,127.14550009841561,37.574361971495456,34.0,960.8363636363637,319.0403078224039
49,127.14542963805592,37.574426304224374,34.0,970.3090909090909,320.12552984399366
50,127.1453607270855,37.57449168357785,34.0,979.7818181818182,320.1255545938049
51,127.14529181611509,37.57455706293132,34.0,989.2545454545455,323.31566297331676
52,127.14522764254298,37.57462533765063,34.0,998.7272727272727,326.98268457125005
53,127.14516914222668,37.5746966861885,34.0,1008.2,330.2254187381088
54,127.14511576501019,37.5747706301372,34.0,1017.6727272727272,333.5934093063959
55,127.14506804911443,37.57484679116499,34.0,1027.1454545454546,337.18517520878646
56,127.14502637022142,37.574925316395955,34.0,1036.6181818181817,339.8018553444288
57,127.14498929091873,37.57500519702488,34.0,1046.090909090909,342.0242260383528
58,127.1449561184708,37.575086228917854,34.0,1055.5636363636363,345.01134024787245
59,127.14492836823143,37.57516837504169,34.0,1065.0363636363636,348.9047271941997
60,127.14490768305171,37.5752519729923,34.0,1074.509090909091,356.44817196028185
61,127.14490104718662,37.575336703403515,34.0,1083.9818181818182,359.4807635101416
