발생시간(초),경도,위도,속도,누적주행거리,방향
0,126.85894649772717,37.49370547899791,7.0,1.875,280.6593605894145
1,126.85892561180722,37.49370859800577,7.0,3.75,280.6593610349849
2,126.85890472588727,37.493711717013625,7.0,5.625,280.6593614486935
3,126.85888383996732,37.49371483602148,7.0,7.5,280.6593619261259
4,126.85886295404737,37.49371795502935,7.0,9.375,280.6593623079728
5,126.85884206812742,37.493721074037204,7.0,11.25,280.6593627620964
6,126.85882118220745,37.49372419304506,7.0,13.125,280.6593632097348
7,126.8588002962875,37.49372731205292,7.0,15.0,222.14423045171782
8,126.85871337056774,37.49365110123028,58.0,26.41216216216216,189.57726022161532
9,126.8586924020313,37.4935525000276,58.0,37.82432432432432,165.9038975074601
10,126.85872373738029,37.493453491018776,58.0,49.236486486486484,112.74793451297586
11,126.85883065590104,37.49341792170655,58.0,60.648648648648646,94.87797486427581
12,126.85895940632004,37.49340920354099,58.0,72.0608108108108,95.39734753455656
13,126.8590880206301,37.49339956208727,58.0,83.47297297297297,99.12589590760126
14,126.8592157366863,37.493383284133856,58.0,94.88513513513513,99.12589394862408
15,126.8593434527425,37.49336700618044,58.0,106.29729729729729,98.86724531408834
16,126.85947125975154,37.49335118587686,58.0,117.70945945945945,98.44470754389533
17,126.85959920107875,37.493336114913156,58.0,129.1216216216216,97.08935945716348
18,126.85972756526048,37.4933234483045,58.0,140.53378378378378,97.08935826216191
19,126.85985592944222,37.49331078169585,58.0,151.94594594594594,97.08935706994305
20,126.85998429362395,37.4932981150872,58.0,163.3581081081081,97.08935588690605
21,126.86011265780569,37.493285448478545,58.0,174.77027027027026,97.08935469858375
22,126.86024102198742,37.49327278186989,58.0,186.18243243243242,97.08935350006107
23,126.86036938616915,37.49326011526124,58.0,197.59459459459458,97.08935231841724
24,126.86049775035089,37.49324744865259,58.0,209.00675675675674,97.08935112657309
25,126.86062611453262,37.493234782043935,58.0,220.4189189189189,97.08934993510081
26,126.86075447871436,37.49322211543528,58.0,231.83108108108107,97.08934874288707
27,126.86088284289609,37.49320944882663,58.0,243.24324324324323,97.0893475545692
28,126.86101120707782,37.49319678221798,58.0,254.6554054054054,97.08934636801405
29,126.86113957125956,37.493184115609324,58.0,266.06756756756755,97.08934517125869
30,126.86126793544129,37.49317144900068,58.0,277.4797297297297,97.08934398433394
31,126.86139629962304,37.49315878239202,58.0,288.8918918918919,97.08934279462807
32,126.86152466380477,37.49314611578337,58.0,300.30405405405406,97.08934160770485
33,126.8616530279865,37.493133449174714,58.0,311.7162162162162,97.08934041058137
34,126.86178139216824,37.493120782566066,58.0,323.12837837837833,97.08933922087772
35,126.86190975634997,37.49310811595741,58.0,334.5405405405405,89.11772115308577
36,126.86203734354248,37.49310967483588,58.0,345.9527027027027,77.94804757334407
37,126.86216384541908,37.493131104192784,58.0,357.36486486486484,77.94804422059894
38,126.86229034729568,37.49315253354968,58.0,368.777027027027,77.94804086202419
39,126.86241684917228,37.49317396290659,58.0,380.18918918918916,95.2332777664642
40,126.86254464484573,37.49316467565944,58.0,391.60135135135135,98.22326567959675
41,126.86267266764706,37.493149996068375,58.0,403.0135135135135,98.22326407153776
42,126.8628006904484,37.493135316477314,58.0,414.4256756756756,98.22326248617992
43,126.86292871324974,37.49312063688625,58.0,425.8378378378378,98.22326088852185
44,126.86305673605108,37.49310595729519,58.0,437.25,98.2232592996516
45,126.86318475885241,37.493091277704124,58.0,448.66216216216213,98.22325770199586
46,126.86331278165376,37.49307659811306,58.0,460.07432432432427,98.2232561024386
47,126.8634408044551,37.493061918522,58.0,471.48648648648646,98.22325451898917
48,126.86356882725643,37.493047238930934,58.0,482.89864864864865,98.22325291957952
49,126.86369685005778,37.49303255933987,58.0,494.3108108108108,98.22325132192833
50,126.86382487285911,37.49301787974881,58.0,505.7229729729729,98.22324973130765
51,126.86395289566045,37.49300320015775,58.0,517.1351351351351,98.22324814244547
52,126.8640809184618,37.49298852056668,58.0,528.5472972972973,98.22324653776843
53,126.86420894126313,37.49297384097562,58.0,539.9594594594594,98.2232449505205
54,126.86433696406446,37.49295916138456,58.0,551.3716216216216,98.2232433582924
55,126.86446498686581,37.492944481793494,58.0,562.7837837837837,98.22324175713345
56,126.86459300966715,37.49292980220243,58.0,574.1959459459459,98.22324017003427
57,126.8647210324685,37.49291512261137,58.0,585.6081081081081,98.22323856887766
58,126.86484905526983,37.49290044302031,58.0,597.0202702702702,98.24084811142114
59,126.86497707217572,37.49288573223128,58.0,608.4324324324324,98.80809452267948
60,126.86510489919503,37.49287001658533,58.0,619.8445945945946,97.5155273588482
61,126.86523313926834,37.492856592896985,58.0,631.2567567567567,97.4707852749682
62,126.86536139364027,37.492843248548944,58.0,642.6689189189188,97.47078395497266
63,126.86548964801219,37.4928299042009,58.0,654.081081081081,97.4707826373288
64,126.86561790238412,37.492816559852855,58.0,665.4932432432432,97.47078131733502
65,126.86574615675603,37.492803215504814,58.0,676.9054054054054,97.47077999441132
66,126.86587441112795,37.49278987115677,58.0,688.3175675675675,97.47077868351698
67,126.86600266549988,37.492776526808726,58.0,699.7297297297297,98.27120482155948
68,126.86613066202958,37.49276176339688,58.0,711.1418918918919,98.93010136959151
69,126.86625844630599,37.49274583182515,58.0,722.554054054054,98.93009949895264
70,126.8663862305824,37.49272990025341,58.0,733.9662162162161,98.93009762831986
71,126.86651401485882,37.49271396868168,58.0,745.3783783783783,98.9300957471687
72,126.86664179913524,37.492698037109946,58.0,756.7905405405405,98.93009388004236
73,126.86676958341165,37.49268210553821,58.0,768.2027027027027,98.93009199888957
74,126.86689736768807,37.49266617396648,58.0,779.6148648648648,98.84315584151716
75,126.8670251820806,37.492650396273106,58.0,791.027027027027,98.809593501574
76,126.86715300809928,37.492634677983546,58.0,802.4391891891892,98.80959168191919
77,126.86728083411795,37.492618959693985,58.0,813.8513513513512,98.80958986229427
78,126.86740866013662,37.49260324140442,58.0,825.2635135135134,98.80958803041688
79,126.8675364861553,37.49258752311486,58.0,836.6756756756756,98.80958621076621
80,126.86766431217397,37.492571804825296,58.0,848.0878378378378,98.80958437886306
81,126.86779213819266,37.492556086535735,58.0,859.5,98.80958255924378
82,126.86791996421132,37.492540368246175,58.0,870.9121621621621,98.98976739804539
83,126.8680477249315,37.492524331376835,58.0,882.3243243243243,99.65591365866499
84,126.86817524424906,37.4925071167471,58.0,893.7364864864865,99.11272318521839
85,126.86830294697961,37.49249086419288,58.0,905.1486486486485,97.55022525812575
86,126.86843117724473,37.49247737877137,58.0,916.5608108108107,97.5502239088782
87,126.86855940750985,37.49246389334986,58.0,927.9729729729729,97.55022256315198
88,126.86868763777495,37.49245040792834,58.0,939.3851351351351,97.55022121066514
89,126.86881586804007,37.492436922506826,58.0,950.7972972972973,97.55021986642157
90,126.86894409830518,37.492423437085314,58.0,962.2094594594594,97.5502185171776
91,126.8690723285703,37.4924099516638,58.0,973.6216216216216,97.55021716821386
92,126.86920055883542,37.49239646624229,58.0,985.0337837837837,97.55021582897422
93,126.86932878910052,37.49238298082078,58.0,996.4459459459458,97.68216569578283
94,126.869456975466,37.49236926159722,58.0,1007.858108108108,99.38482194606411
95,126.8695845954487,37.49235252591539,58.0,1019.2702702702702,99.38481987353703
96,126.86971221543142,37.49233579023357,58.0,1030.6824324324325,99.38481780635311
97,126.86983983541414,37.49231905455175,58.0,1042.0945945945946,99.38481574617822
98,126.86996745539685,37.492302318869925,58.0,1053.5067567567567,99.38481368250132
99,126.87009507537957,37.4922855831881,58.0,1064.9189189189187,99.38481161181886
100,126.87022269536227,37.49226884750628,58.0,1076.331081081081,99.38480954814537
101,126.870350315345,37.492252111824456,58.0,1087.7432432432431,99.38480748622533
102,126.87047793532771,37.49223537614263,58.0,1099.1554054054054,99.38480541913759
103,126.87060555531042,37.492218640460806,58.0,1110.5675675675675,99.38480334662404
104,126.87073317529314,37.49220190477899,58.0,1121.9797297297296,99.38480128821271
105,126.87086079527585,37.49218516909716,58.0,1133.3918918918919,99.38479922279583
106,126.87098841525857,37.49216843341534,58.0,1144.804054054054,99.38479715921846
107,126.87111603524127,37.49215169773352,58.0,1156.2162162162163,99.38479509196713
108,126.87124365522399,37.49213496205169,58.0,1167.6283783783783,99.38479302830712
109,126.87137127520671,37.49211822636987,58.0,1179.0405405405404,99.38479095238603
110,126.87149889518942,37.49210149068805,58.0,1190.4527027027027,99.38478889748853
111,126.87162651517214,37.492084755006225,58.0,1201.8648648648648,99.38478682857811
112,126.87175413515484,37.4920680193244,58.0,1213.2770270270269,99.3847847596694
113,126.87188175513757,37.49205128364258,58.0,1224.6891891891892,99.38478270127325
114,126.87200937512029,37.492034547960756,58.0,1236.1013513513512,99.38478063770941
115,126.87213699510299,37.49201781227893,58.0,1247.5135135135133,99.38477856346424
116,126.87226461508571,37.492001076597106,58.0,1258.9256756756756,99.3847765015696
117,126.87239223506842,37.49198434091529,58.0,1270.3378378378377,101.39789448405264
118,126.87251893332731,37.491964074832026,58.0,1281.75,108.41198604684763
119,126.8726416626943,37.49193165870153,58.0,1293.162162162162,108.41197858981832
120,126.87276439206128,37.491899242571044,58.0,1304.5743243243242,109.95844931405202
121,126.8728859113278,37.491864228311066,58.0,1315.9864864864865,112.14957463048808
122,126.8730057162696,37.49182553333393,58.0,1327.3986486486485,112.14956427433191
123,126.8731255212114,37.49178683835679,58.0,1338.8108108108108,113.96063428545563
124,126.87324365928811,37.49174518166563,58.0,1350.222972972973,115.974653886753
125,126.87335994378424,37.49170023150122,58.0,1361.635135135135,115.97464030866848
126,126.87347622828037,37.491655281336804,58.0,1373.0472972972973,119.78499186020474
127,126.87358847221947,37.4916043076224,58.0,1384.4594594594594,120.07014319057583
128,126.87370041354131,37.49155288277462,58.0,1395.8716216216214,121.70736946791976
129,126.87381025731851,37.49149903930541,58.0,1407.2837837837837,128.99295554828325
130,126.8739107910694,37.491434460699196,58.0,1418.6959459459458,128.9929313248129
131,126.87401132482029,37.49136988209298,58.0,1430.108108108108,128.99290709155167
132,126.87411185857118,37.49130530348676,58.0,1441.5202702702702,128.99288286268302
133,126.87421239232208,37.49124072488055,58.0,1452.9324324324323,128.99285864786725
134,126.87431292607296,37.49117614627433,58.0,1464.3445945945946,135.55602496885
135,126.87440347288128,37.49110289394032,58.0,1475.7567567567567,135.83331931832436
136,126.87449359677746,37.49102927430424,58.0,1487.1689189189187,136.65783250112736
137,126.87458236333234,37.490954644009236,58.0,1498.581081081081,137.80222701096363
138,126.87466924602646,37.49087861101566,58.0,1509.9932432432431,140.4539944837046
139,126.87475140432035,37.4907996601527,58.0,1521.4054054054054,146.40317528477448
140,126.87482297886048,37.49071417258466,58.0,1532.8175675675675,146.4341863080266
141,126.87489449494747,37.490628654346864,58.0,1544.2297297297296,146.5459756560855
142,126.87496580046998,37.4905430256281,58.0,1555.6418918918919,146.5459454461017
